Material,Material Description,Plant,Plant Name,Storage Location,Description of Storage Location,Special Stock Type,Special Stock Type Description,Unrestricted Stock,Stock in Quality Inspection,Blocked Stock,Base Unit,
400000013,EURO SLIP SHEET - 32X48,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1680,0,0,EA,
400000012,FILM ROBOT EXTENSIBLE 20 x 55G x6000,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,910,0,0,KG,
400000012,FILM ROBOT EXTENSIBLE 20 x 55G x6000,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1160.35,0,0,KG,
400000011,FILM ROBOT EXTENSIBLE 115G,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,3,0,0,KG,
400000011,FILM ROBOT EXTENSIBLE 115G,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,513.81,0,0,KG,
400000011,FILM ROBOT EXTENSIBLE 115G,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,41.25,0,0,KG,
400000010,BULK BAG (EMPTY) 35 X 35 X 50,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,692,0,0,EA,
400000010,BULK BAG (EMPTY) 35 X 35 X 50,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,275,0,0,EA,
400000010,BULK BAG (EMPTY) 35 X 35 X 50,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,275,0,0,EA,
400000009,Intertape # 7100 48cs/pallet,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,432,0,0,KG,
400000009,Intertape # 7100 48cs/pallet,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,378,0,0,KG,
400000009,Intertape # 7100 48cs/pallet,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,54.958,0,0,KG,
400000009,Intertape # 7100 48cs/pallet,2912,ICN - NEWTON PLANT,291B,Zone B,,,900,0,0,KG,
400000009,Intertape # 7100 48cs/pallet,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,5000,0,0,KG,
400000009,Intertape # 7100 48cs/pallet,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,4059.189,0,0,KG,
400000008,Intertape # 6100 48cs/pallet,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,360,0,0,KG,
400000008,Intertape # 6100 48cs/pallet,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,720,0,0,KG,
400000008,Intertape # 6100 48cs/pallet,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,36,0,0,KG,
400000008,Intertape # 6100 48cs/pallet,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,76.208,0,0,KG,
400000008,Intertape # 6100 48cs/pallet,2912,ICN - NEWTON PLANT,291B,Zone B,,,900,0,0,KG,
400000008,Intertape # 6100 48cs/pallet,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,1175,0,0,KG,
400000008,Intertape # 6100 48cs/pallet,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1067.939,0,0,KG,
400000007,PECO PALLET 40 X 48,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,200,0,0,EA,
400000007,PECO PALLET 40 X 48,2911,ICB - BOUCHERVILLE PLANT,291C,Zone C,,,244,0,0,EA,
400000007,PECO PALLET 40 X 48,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,834,0,0,EA,
400000007,PECO PALLET 40 X 48,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,29,0,0,EA,
400000006,NEW HT DISP PALLET 40 X 48 4 WAY,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,185,0,520,EA,
400000006,NEW HT DISP PALLET 40 X 48 4 WAY,2920,Blücare Laboratories inc.,291A,Unrestricted,,,91,0,0,EA,
400000005,HT DISP PALLET 40 X 48 4 WAY,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,144,0,0,EA,
400000005,HT DISP PALLET 40 X 48 4 WAY,1710,IAW - WINDSOR PLANT,171F,Loading dock,,,1040,0,0,EA,
400000005,HT DISP PALLET 40 X 48 4 WAY,2911,ICB - BOUCHERVILLE PLANT,291C,Zone C,,,4,0,0,EA,
400000005,HT DISP PALLET 40 X 48 4 WAY,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,151,0,0,EA,
400000005,HT DISP PALLET 40 X 48 4 WAY,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,2,0,0,EA,
400000004,SHEETING 70''X2MIL,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,60,0,0,KG,
400000004,SHEETING 70''X2MIL,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,278.029,0,0,KG,
400000004,SHEETING 70''X2MIL,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,743.376,0,0,KG,
400000004,SHEETING 70''X2MIL,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,168.588,0,0,KG,
400000004,SHEETING 70''X2MIL,2912,ICN - NEWTON PLANT,291A,Zone A,,,10222.2,0,0,KG,
400000001,SLIP SHEET,1710,IAW - WINDSOR PLANT,,,,,0,0,0,EA,
400000001,SLIP SHEET,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,680,0,0,EA,
400000001,SLIP SHEET,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,855,0,0,EA,
400000001,SLIP SHEET,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,37784,0,0,EA,
400000001,SLIP SHEET,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,936,0,0,EA,
400000001,SLIP SHEET,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,323,0,0,EA,
400000001,SLIP SHEET,2912,ICN - NEWTON PLANT,291B,Zone B,,,34500,0,0,EA,
400000001,SLIP SHEET,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,1,0,0,EA,
400000001,SLIP SHEET,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,500,0,0,EA,
400000001,SLIP SHEET,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,171,0,0,EA,
400000001,SLIP SHEET,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,2987,0,0,EA,
400000001,SLIP SHEET,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,335,0,0,EA,
400000001,SLIP SHEET,2920,Blücare Laboratories inc.,291A,Unrestricted,,,18,0,0,EA,
400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,1710,IAW - WINDSOR PLANT,171C,Aisle 3,,,8926.4,0,0,KG,
400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,4590.72,0,0,KG,
400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,660.756,0,0,KG,
400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,628.408,0,0,KG,
400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,160.192,0,0,KG,
400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,2912,ICN - NEWTON PLANT,291B,Zone B,,,12752,0,0,KG,
400000000,EXTENSIBLE FILM ROBOT R-122 80G 20X5500,2920,Blücare Laboratories inc.,291A,Unrestricted,,,18.441,0,0,KG,
300000638,BAG ODOUR BUSTER MC Un 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,42276,0,0,EA,
300000635,BAG BOXIECAT PRO UN 28LB - 131D,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,5120,0,0,EA,
300000635,BAG BOXIECAT PRO UN 28LB - 131D,1715,IAN - WASTENOT MGMT WINDSOR,171A,Unrestricted,,,143360,0,0,EA,
300000634,BAG BOXIECAT PRO Un 16LB - 130D,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,98400,0,0,EA,
300000633,BAG BOXIECAT PRO Un 40LB - 154D,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,115200,0,0,EA,
300000632,BOX COSTCO QUALICAT MAX UN 18.14 KG,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,4735,0,0,EA,
300000632,BOX COSTCO QUALICAT MAX UN 18.14 KG,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,0,0,500,EA,
300000632,BOX COSTCO QUALICAT MAX UN 18.14 KG,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,11040,0,0,EA,
300000550,BAG CLASSIC CARBON 12KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,6000,0,0,EA,
300000550,BAG CLASSIC CARBON 12KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,9000,0,0,EA,
300000550,BAG CLASSIC CARBON 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,9000,0,0,EA,
300000545,LAMINATED BAG MUSTI CC SENS. Un 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,16000,0,0,EA,
300000540,BOX QUALICAT EXTRA PI 22.7KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,14923,0,0,EA,
300000540,BOX QUALICAT EXTRA PI 22.7KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,41555,0,0,EA,
300000540,BOX QUALICAT EXTRA PI 22.7KG,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,24300,0,0,EA,
300000538,LAMINATED BAG MUSTI CC LT 10KG,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,2487,0,0,EA,
300000538,LAMINATED BAG MUSTI CC LT 10KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,11750,0,0,EA,
300000537,BAG O'SELECT NATURE UN 12.7KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,4750,0,0,EA,
300000536,BAG FRISCO CLUMPING FB 20LB 5MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,8632,0,0,EA,
300000535,PET FOOD EXPRESS (PFX) 30LB LA BAG,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,8370,0,0,EA,
300000534,PET FOOD EXPRESS (PFX) 30LB UN BAG,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,15503,0,0,EA,
300000533,PET FOOD EXPRESS (PFX) 15LB UN BAG,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,12950,0,0,EA,
300000531,BAG ANISERCO TOM&CO GOOD BP 7KG EUR,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,66,0,0,EA,
300000530,BAG ANISERCO TOM&CO GOOD UN 12KG EUR,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,400,0,0,EA,
300000530,BAG ANISERCO TOM&CO GOOD UN 12KG EUR,2912,ICN - NEWTON PLANT,291A,Zone A,,,23800,0,0,EA,
300000522,BAG FRISCO CLUMPING CR 20LB 5 MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,8977,0,0,EA,
300000521,BAG FRISCO BAKING SODA UN 40LB 6 MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,11500,0,0,EA,
300000520,BAG FRISCO LA 40LB 6 MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,35350,0,0,EA,
300000519,BAG FRISCO TB 40LB 6 MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,27000,0,0,EA,
300000518,BAG FRISCO ODOR DEFENSE UN 35LB 5 MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,12475,0,0,EA,
300000517,BAG FRISCO FB 40LB 6 MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,72800,0,0,EA,
300000516,BAG FRISCO UN 40LB 6 MIL,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,147880,0,0,EA,
300000516,BAG FRISCO UN 40LB 6 MIL,2917,ICE - ETOBICOKE PLANT,291A,Zone A,,,1000,0,0,EA,
300000506,BAG BUSINESSCOM HARMONY BP 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,240,0,0,EA,
300000506,BAG BUSINESSCOM HARMONY BP 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,16800,0,0,EA,
300000505,BAG (RL) OL MAXCARE UN 25LB V3,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,28000,0,0,EA,
300000504,BAG KITTY POO UN 15LB,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,47950,0,0,EA,
300000499,BAG BOXIECAT PRO UN 16LB - 130C,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,12054,0,0,EA,
300000499,BAG BOXIECAT PRO UN 16LB - 130C,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,0,15300,5031,EA,
300000498,BAG BOXIECAT PRO UN 40LB - 154C,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,0,0,9420,EA,
300000498,BAG BOXIECAT PRO UN 40LB - 154C,1710,IAW - WINDSOR PLANT,171E,Production Stage,,,0,0,24989,EA,
300000497,BAG (RL) ODOR LOCK UN 25LB V3,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,56000,0,0,EA,
300000497,BAG (RL) ODOR LOCK UN 25LB V3,1710,IAW - WINDSOR PLANT,171B,Aisle 2,,,44800,0,0,EA,
300000496,BAG (SUPL) O'SELECT UP Un 7KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,6041,0,0,EA,
300000496,BAG (SUPL) O'SELECT UP Un 7KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,35250,0,0,EA,
300000495,BOX HEB PRO SC 42LB,1710,IAW - WINDSOR PLANT,171D,Aisle 4,,,7322,0,0,EA,
300000495,BOX HEB PRO SC 42LB,1716,IAG - WASTENOT MGMT GREELEY,171F,LOADING DOCK,,,25975,0,0,EA,
300000493,BAG INTERSAND PROA MAIS 9.1KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,1991,0,0,EA,
300000491,BAG PETEX BABY POWDER 16KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,4200,0,0,EA,
300000490,BAG INTERSAND CAT EX PB 10 KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,49500,0,0,EA,
300000487,OB MC BAGS LAMINES EUCA 12KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,1748,0,0,EA,
300000487,OB MC BAGS LAMINES EUCA 12KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,5600,0,0,EA,
300000481,BAG CLAIR 17-18-19 KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,1392,0,0,EA,
300000480,BAG CLAIR 14-15-16 KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,1080,0,0,EA,
300000480,BAG CLAIR 14-15-16 KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,1980,0,0,EA,
300000480,BAG CLAIR 14-15-16 KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,8500,0,0,EA,
300000479,BAG CLAIR 10-11-12 KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,412,0,0,EA,
300000479,BAG CLAIR 10-11-12 KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,6000,0,0,EA,
300000478,BAG CLAIR 5-6-7-8 KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,250,0,0,EA,
300000478,BAG CLAIR 5-6-7-8 KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,18400,0,0,EA,
300000477,TOTE BAG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,180,0,0,EA,
300000473,NEW BAG O'SELECT NATURE UN 6.35KG,2915,ICS - ST-ALEXIS PLANT,291A,Zone A,,,1335,0,0,EA,
300000473,NEW BAG O'SELECT NATURE UN 6.35KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,12000,0,0,EA,
300000472,BAG (RL) OL MAXCARE Un 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,44375,0,0,EA,
300000471,BAG (RL) ODOR LOCK UN 25LB,1710,IAW - WINDSOR PLANT,171A,Aisle 1,,,1650,0,0,EA,
300000470,BAG CAT EX UN 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,493,0,0,EA,
300000470,BAG CAT EX UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,9900,0,0,EA,
300000469,RECYCL. LAMINATED BAG FELIPURE UN 12KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,3600,0,0,EA,
300000469,RECYCL. LAMINATED BAG FELIPURE UN 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,2088,0,0,EA,
300000467,RECYCL. LAMINATED BAG FELIPURE FRCG 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,505,0,0,EA,
300000467,RECYCL. LAMINATED BAG FELIPURE FRCG 12KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,8100,0,0,EA,
300000466,RECYCL. LAMINATED BAG FELIPURE FRCG 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,997,0,0,EA,
300000466,RECYCL. LAMINATED BAG FELIPURE FRCG 6KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,11200,0,0,EA,
300000465,RECYCL. LAMINATED BAG FELIPURE CHBL 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,600,0,0,EA,
300000465,RECYCL. LAMINATED BAG FELIPURE CHBL 12KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,22500,0,0,EA,
300000464,RECYCL. LAMINATED BAG FELIPURE CHBL 6KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,11200,0,0,EA,
300000464,RECYCL. LAMINATED BAG FELIPURE CHBL 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,5200,0,0,EA,
300000462,BAG MATINA TIGERINO MAX OC 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,100,0,0,EA,
300000462,BAG MATINA TIGERINO MAX OC 12KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,5100,0,0,EA,
300000461,BAG MATINA TIGERINO OB 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,637,0,0,EA,
300000461,BAG MATINA TIGERINO OB 12KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,17000,0,0,EA,
300000460,BAG MATINA TIGERINO PI 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,207,0,0,EA,
300000460,BAG MATINA TIGERINO PI 12KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,11050,0,0,EA,
300000457,BAG (RL) MUSTI CC AC NP 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,850,0,0,EA,
300000457,BAG (RL) MUSTI CC AC NP 10KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1374,0,0,EA,
300000455,BAG (RL) MUSTI CC AC Un 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,8629,0,0,EA,
300000455,BAG (RL) MUSTI CC AC Un 10KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,40,0,0,EA,
300000453,BAG (RL) MUSTI CC OC LE 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,24500,0,0,EA,
300000452,LAMINATED BAG MUSTI CC OC LE 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,10550,0,0,EA,
300000452,LAMINATED BAG MUSTI CC OC LE 10KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1803,0,0,EA,
300000451,BAG MUSTI CC MC FLOWER 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,2800,0,0,EA,
300000451,BAG MUSTI CC MC FLOWER 14KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1018,0,0,EA,
300000449,BAG (RL) MUSTI CC SC LA 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,25800,0,0,EA,
300000449,BAG (RL) MUSTI CC SC LA 10KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1220,0,0,EA,
300000447,BAG MUSTI CC MC UN 14KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,2502,0,0,EA,
300000445,BAG (RL) MUSTI CC SENS. Un 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,5400,0,0,EA,
300000445,BAG (RL) MUSTI CC SENS. Un 10KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,1140,0,0,EA,
300000443,BAG MUSTI CC MC BP 14KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,230,0,0,EA,
300000442,BAG MUSTI CC MC BP 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,0,2400,0,EA,
300000441,BAG PET LOVERS TRUS PRE UN 12KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,275,0,0,EA,
300000441,BAG PET LOVERS TRUS PRE UN 12KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,20100,0,0,EA,
300000440,BAG PET LOVERS TRUSTIE UN 8.1KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,6600,0,0,EA,
300000440,BAG PET LOVERS TRUSTIE UN 8.1KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,306,0,0,EA,
300000439,BAG CROCI SUPREME EU 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,267,0,0,EA,
300000439,BAG CROCI SUPREME EU 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,22350,0,0,EA,
300000438,BAG CROCI SUPREME UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,1750,0,0,EA,
300000434,BAG L4F MULTICHAT UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,62935,0,0,EA,
300000433,BAG L4F OB 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,91,0,0,EA,
300000433,BAG L4F OB 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,9261,0,0,EA,
300000432,BAG L4F UN 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,207,0,0,EA,
300000432,BAG L4F UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,20100,0,0,EA,
300000431,BAG L4F LA 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,235,0,0,EA,
300000431,BAG L4F LA 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,23660,0,0,EA,
300000430,BAG ANISERCO TOM&CO GOOD BP 12KG EUR,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,450,0,0,EA,
300000430,BAG ANISERCO TOM&CO GOOD BP 12KG EUR,2912,ICN - NEWTON PLANT,291A,Zone A,,,45050,0,0,EA,
300000428,BAG AGRIFARMA NEXT CAT BP 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,617,0,0,EA,
300000428,BAG AGRIFARMA NEXT CAT BP 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,17850,0,0,EA,
300000427,BAG AGRIFARMA NEXT CAT LA 10KG,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,0,0,0,EA,
300000427,BAG AGRIFARMA NEXT CAT LA 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,21625,0,0,EA,
300000426,BAG AGRIFARMA NEXT CAT UN 10KG,2911,ICB - BOUCHERVILLE PLANT,291B,Zone B,,,5318,0,0,EA,
300000426,BAG AGRIFARMA NEXT CAT UN 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,13600,0,0,EA,
300000425,BAG AGRIFARMA NEXT CAT LE 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,596,0,0,EA,
300000425,BAG AGRIFARMA NEXT CAT LE 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,26350,0,0,EA,
300000424,BAG PETEX PREMIUM UN 18KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,245,0,0,EA,
300000423,BAG PETEX UN 18KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,4289,0,0,EA,
300000422,BAG PRACTICAT BP 14KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,22000,0,0,EA,
300000422,BAG PRACTICAT BP 14KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,6750,0,0,EA,
300000421,BAG PRACTICAT BP 12KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,17500,0,0,EA,
300000420,BAG PRACTICAT BP 7KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,34300,0,0,EA,
300000420,BAG PRACTICAT BP 7KG,2917,ICE - ETOBICOKE PLANT,291P,Prod Stag Area,,,3150,0,0,EA,
300000419,BAG PEAVEY HARVEST LITTER UN 18KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,5600,0,0,EA,
300000418,BAG PEAVEY HARVEST LITTER SC 18KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,16180,0,0,EA,
300000417,BAG PEAVEY HARVEST CARBON UN 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,3850,0,0,EA,
300000416,BAG PEAVEY HARVEST LIT UN 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,7550,0,0,EA,
300000415,BAG PEAVEY HARVEST LIT SC 10KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,7100,0,0,EA,
300000414,BAG HTZ SILVER SAND UN 15KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,9300,0,0,EA,
300000413,BAG HTZ SILVER SAND BP 15KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,8000,0,0,EA,
300000412,BAG NORMAN UN 18KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,7706,0,0,EA,
300000411,BAG NORMAN BP 18KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,7450,0,0,EA,
300000410,BAG PETZEBA KYLI BP 14KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,8320,0,0,EA,
300000408,BAG GAGNON BP 16KG,2917,ICE - ETOBICOKE PLANT,291B,Zone B,,,4655,0,0,EA,
300000405,RECY LAMINATED BAG FELIPURE UN CAR 12KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,710,0,0,EA,
300000405,RECY LAMINATED BAG FELIPURE UN CAR 12KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,9300,0,0,EA,
300000403,RECY LAMINATED BAG FELIPURE UN CAR 6KG,2915,ICS - ST-ALEXIS PLANT,291P,Prod Stag Area,,,400,0,0,EA,
300000403,RECY LAMINATED BAG FELIPURE UN CAR 6KG,2916,ICP - ST-ALEXIS WAREHOUSE,291A,Zone A,,,31900,0,0,EA,
300000395,BAG BUSINESSCOM HARMONY LE 10KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,152,0,0,EA,
300000395,BAG BUSINESSCOM HARMONY LE 10KG,2912,ICN - NEWTON PLANT,291A,Zone A,,,15000,0,0,EA,
300000393,BOX HUSSE UN 15KG,2911,ICB - BOUCHERVILLE PLANT,291A,Zone A,,,20,0,0,EA,
300000393,BOX HUSSE UN 15KG,2912,ICN - NEWTON PLANT,291B,Zone B,,,3456,0,0,EA,
300000391,BAG PLB PRONATURE UN 12KG,2915,ICS - ST-ALEXIS PLANT,291B,Zone B,,,4341,0,0,EA,
